,Time,User,Tweet
0,2022-03-09 20:48:39+00:00,IBM,"@miskirsoll Way to go, Miskir! 👏👏👏"
1,2022-03-09 16:11:42+00:00,IBM,@AndyYouens Awesome work! 💪
2,2022-03-09 16:06:31+00:00,IBM,"@FehmiTee Awesome work, Roshini! 💪"
3,2022-03-09 16:04:45+00:00,IBM,"@SDegrace Great job, Starrlee! 🙌"
4,2022-03-09 13:38:11+00:00,IBM,"@OAderoba Way to go, Olugbenga 👏 https://t.co/cBL1Y5vaPL"
5,2022-03-08 23:24:50+00:00,IBM,"@RYDEV77 Great job, Richard! 🙌"
6,2022-03-08 22:21:56+00:00,IBM,"@LaubeBrian Keep up the great work, Brian! 🙌"
7,2022-03-08 21:43:10+00:00,IBM,"@Aminebentekaya Terrific work, Amine! 👏"
8,2022-03-08 20:53:26+00:00,IBM,"@435353Mirza Way to go, Hassan! 👏"
9,2022-03-08 17:23:45+00:00,IBM,"👩🏻‍💻🧑🏾‍💼👩🏼‍🔬

In celebration of #InternationalWomensDay, take a look at some of the timeless contributions and technological advancements developed by women of IBM. ⬇️ https://t.co/zZvbuDdUXH"
10,2022-03-08 17:18:04+00:00,IBM,"@abohinc Well done, Andres. Keep learning! 💡"
11,2022-03-08 13:29:40+00:00,IBM,IBM’s 2021 Annual Report is now available. Read the Chairman’s Letter here: https://t.co/ECLzC4ZR35 https://t.co/kqSh2yMQkZ
12,2022-03-08 09:04:58+00:00,IBM,"@gemmix7 Way to go, Gemma 👏 https://t.co/Xwoi0f1uT9"
13,2022-03-07 21:59:14+00:00,IBM,"@imenselmi13 Great work, Imen. Keep learning! 💡"
14,2022-03-07 21:58:03+00:00,IBM,@cecedoesstuff Excellent work! 👏
15,2022-03-07 21:57:28+00:00,IBM,@Ugerpaul17 Awesome job! 👍
16,2022-03-07 20:04:37+00:00,IBM,"@jpazmx Great work, Jorge! 👍"
17,2022-03-07 20:03:18+00:00,IBM,"@danielgonsan Congrats, Daniel! Well done! 👏"
18,2022-03-07 17:33:01+00:00,IBM,"@optigas Well done, Gustavo. Keep up the great work! 👍"
19,2022-03-07 17:30:28+00:00,IBM,@abrahamzetz Great work! Keep learning! 💡
20,2022-03-07 17:29:11+00:00,IBM,"@adattaprolifics Way to go, Arup! 👍"
21,2022-03-07 17:27:53+00:00,IBM,@aljassariq Excellent work! 👏
22,2022-03-07 16:23:00+00:00,IBM,"@Tariq282528 Hello, thank you for your message. We are sorry to hear about your experience. We will look into this matter internally."
23,2022-03-07 16:04:54+00:00,IBM,"@Smitha1233 Hi, please forward any information you have to ibmrecruitment@in.ibm.com to report this fraudulent action."
24,2022-03-07 12:25:28+00:00,IBM,"@BrentonHancock_ Way to go, Brenton 👏 https://t.co/ofar9kLoXi"
25,2022-03-07 00:06:12+00:00,IBM,"@BT4u2c Awesome work, Bryan! 💪"
26,2022-03-05 15:02:28+00:00,IBM,"@VidyasagarMSC Way to go, Vidyasagar! 👏👏👏 https://t.co/2mviRnA436"
27,2022-03-05 13:42:55+00:00,IBM,"@Jason21307657 Way to go, Jason 👏 https://t.co/aMzeuiscKQ"
28,2022-03-05 11:05:56+00:00,IBM,@ELANGOV93681997 Congratulations on your achievement👏 https://t.co/ORP7CtKLOR
29,2022-03-05 07:33:16+00:00,IBM,@Sathish_asjs Way to go!👏 https://t.co/CavYQ6LeFs
30,2022-03-05 03:04:45+00:00,IBM,@bytedyo Great job! 🙌
31,2022-03-04 22:04:25+00:00,IBM,"@MarioRosas Great job, Mario! 🙌"
32,2022-03-04 19:57:41+00:00,IBM,@SDegrace 💙 💙 💙
33,2022-03-04 19:53:41+00:00,IBM,"@mannkizubani Hi there, please send a message to ibmrecruitment@in.ibm.com for assistance, they will get back to you as soon as possible."
34,2022-03-04 18:08:59+00:00,IBM,@ksaipas Awesome work! 💪
35,2022-03-04 17:34:24+00:00,IBM,IBM stands with Ukraine. Read the statement from IBM CEO Arvind Krishna: https://t.co/z49ksERAYX https://t.co/CDYpZm87OS
36,2022-03-04 15:09:59+00:00,IBM,"@OAderoba Way to go, Olugbenga! 👏👏👏"
37,2022-03-04 15:08:36+00:00,IBM,"@jpp07 Congrats, Jon! We're excited to have you join us 😀"
38,2022-03-04 13:02:40+00:00,IBM,"@YvesVS Great to see, Yves. Keep learning! 💡 https://t.co/8XexYDa6XA"
39,2022-03-04 03:39:55+00:00,IBM,"@HouseOf_Jules Great job, Julia! 🙌"
40,2022-03-04 03:38:11+00:00,IBM,@GADV17 Awesome work! 💪
41,2022-03-03 19:56:46+00:00,IBM,"@EastonKnight Terrific work, Easton! 👍"
42,2022-03-03 19:30:23+00:00,IBM,@CloudBalta Great job! 👍
43,2022-03-03 19:29:08+00:00,IBM,@LeahNAlexander Excellent work! 👏 https://t.co/nnmNodwLrv
44,2022-03-03 16:45:30+00:00,IBM,"@7bits_david Congrats, David! Well done! 👏"
45,2022-03-03 16:42:25+00:00,IBM,"@smdotdev Great work, Sajid! 👏"
46,2022-03-03 15:11:06+00:00,IBM,@graemeknows Wow! 🤩
47,2022-03-03 13:48:38+00:00,IBM,"@marcondes001 Way to go, Marcondes! 👏👏👏 https://t.co/cmpb2P2T1l"
48,2022-03-03 11:00:28+00:00,IBM,"@govindrkannan Great job, Govind! 🙌 https://t.co/k88TpB53i3"
49,2022-03-03 07:09:49+00:00,IBM,"@Balaji30932941 Hi Balaji, you can join our Talent Network to stay informed about career opportunities: https://t.co/qUrakbHDq9"
50,2022-03-03 07:07:18+00:00,IBM,"@ial_ux Great job, Ingrid! 🙌 https://t.co/8lAPEjE4qp"
51,2022-03-03 05:26:46+00:00,IBM,"@HectorAyalaSal1 Great job, Hector! 🙌"
52,2022-03-03 04:06:43+00:00,IBM,"@hzeidam1 Keep up the great work, Hassan! 🙌"
53,2022-03-03 03:04:19+00:00,IBM,"@biodilarastro Great job, Dilara! 🙌"
54,2022-03-02 23:17:49+00:00,IBM,"@lfmanrique1 Way to go, Luis! 👏👏👏"
55,2022-03-02 17:17:37+00:00,IBM,@inventorzang Great job! 🙌
56,2022-03-02 16:43:07+00:00,IBM,"@manidg We're happy you're having a great time back, Mani! 🌱"
57,2022-03-02 15:52:22+00:00,IBM,"@Tinneminy Keep up the awesome learning, Kavita! 👏"
58,2022-03-02 15:52:02+00:00,IBM,"@dbeaumont266 Great to see, David. Keep learning! 💡"
59,2022-03-02 15:50:28+00:00,IBM,@bcotnoiribm Awesome work! 💪
60,2022-03-02 13:37:12+00:00,IBM,"@khlenam Way to go, Klenam 👏 https://t.co/lhgVKcHTed"
61,2022-03-02 11:11:42+00:00,IBM,"@JensKassert Great job, Jens! 🙌 https://t.co/LePdL10I07"
62,2022-03-02 05:50:08+00:00,IBM,@EzziDead Great job! 🙌
63,2022-03-02 05:04:39+00:00,IBM,"@Appsorwebs Great job, Michael! 🙌"
64,2022-03-01 23:06:24+00:00,IBM,"@billkarounos Keep up the great work, Bill! 🙌"
65,2022-03-01 21:57:59+00:00,IBM,"@optigas Awesome work, Gustavo! 💪"
66,2022-03-01 13:29:35+00:00,IBM,@srivastavamaya5 Congrats on your new role 👏
67,2022-03-01 09:13:14+00:00,IBM,"@latif_esam Congratulations on your achievement, Esam 👏 https://t.co/3mPXDVlpYS"
68,2022-03-01 04:10:05+00:00,IBM,@Natvoc Great to see. Keep learning! 💡
69,2022-02-28 21:45:25+00:00,IBM,"@latif_esam Congrats, Esam! Well done! 👏"
70,2022-02-28 17:59:00+00:00,IBM,"@ApparoTrainer Way to go, Jens!"
71,2022-02-28 17:57:30+00:00,IBM,@NeiSoliman Congrats! Well done! 👍
72,2022-02-28 16:39:58+00:00,IBM,"@tjhuntington Well done, Tom! 👍"
73,2022-02-28 16:39:16+00:00,IBM,"@LawanIdriss Way to go, Lawan!"
74,2022-02-28 15:18:41+00:00,IBM,"@ROOTvgNET Great work, Michael. Keep learning! 💡"
75,2022-02-28 14:56:48+00:00,IBM,"@vblr1988 Hi Chowkidar, we're sorry to hear about your experience. If you are comfortable, please send additional details so we can look further into this."
76,2022-02-28 09:42:58+00:00,IBM,"@manthonijsz Way to go, Marcel 👏 https://t.co/jSzH6r5gnf"
77,2022-02-28 09:42:35+00:00,IBM,"@Steve_Cast Congratulations on your achievement, Steve 👏 https://t.co/IIqeNrPWoi"
78,2022-02-28 09:41:34+00:00,IBM,"@ClaireSau Way to go, Claire 👏 https://t.co/QziKIrsgvj"
79,2022-02-28 06:07:44+00:00,IBM,"@sadikahuja1 Congratulations on your achievement, Sadik 👏 https://t.co/4hthFRmxa1"
80,2022-02-28 05:03:51+00:00,IBM,"@Sathish_asjs Keep up the great work, Sathish! 🙌"
81,2022-02-28 03:31:12+00:00,IBM,"@samcenaexe Keep up the great work, Sam! 🙌"
82,2022-02-27 11:29:49+00:00,IBM,"@DebabrataPriya1 Great job, Debabrata! 🙌 https://t.co/weDsvjKHcX"
83,2022-02-27 05:15:58+00:00,IBM,"@DebabrataPriya1 Keep up the great work, Debabrata! 🙌"
84,2022-02-26 23:40:18+00:00,IBM,"@hussamshokr Way to go, Hussam! 👏👏👏"
85,2022-02-26 23:39:17+00:00,IBM,"@prietoana427 Keep up the great work, Ana! 🙌"
86,2022-02-26 21:32:55+00:00,IBM,"@danielzadva Great job, Daniel! 🙌"
87,2022-02-26 20:08:37+00:00,IBM,"@duttaroy_saion Way to go, Saion! 👏👏👏"
88,2022-02-26 17:03:52+00:00,IBM,"@TweetsSubhasish Way to go, Subhasish! 👏👏👏"
89,2022-02-26 13:39:25+00:00,IBM,"@OAderoba Great job, Olugbenga! 🙌 https://t.co/FCOl51l0fq"
90,2022-02-26 11:07:29+00:00,IBM,"@Introdxction Great job, Abdirahman! 🙌 https://t.co/CnHCdV1MWL"
91,2022-02-26 07:48:09+00:00,IBM,"@SariaAlashry Great job, Saria! 🙌 https://t.co/uWvcmlUYhp"
92,2022-02-25 23:39:58+00:00,IBM,@M3AEM Terrific work! 👏
93,2022-02-25 19:41:19+00:00,IBM,"@roshinifer333 Great to see, Roshini. Keep learning! 💡"
94,2022-02-25 17:12:36+00:00,IBM,"@optigas Way to go, Gustavo! 👏👏👏"
95,2022-02-25 17:11:58+00:00,IBM,"@android_adri Way to go, Adriana! 👏👏👏"
96,2022-02-25 17:10:43+00:00,IBM,"@hschlucke Great job, Holger! 🙌"
97,2022-02-25 17:07:12+00:00,IBM,"@YvesVS Awesome work, Yves! 💪"
98,2022-02-25 15:13:41+00:00,IBM,"@SteveMazer1 Awesome work, Steve! 💪"
99,2022-02-25 13:29:57+00:00,IBM,@bobbiejuan Way to go 👏 https://t.co/8cgIx74ohm
100,2022-02-25 10:38:19+00:00,IBM,"@henrikuiper Way to go, Henri 👏 https://t.co/nZVetZJ8Sn"
101,2022-02-25 10:38:05+00:00,IBM,"@maethebookworm Way to go, Hannah 👏 https://t.co/X9Ae3n8sDS"
102,2022-02-25 10:36:48+00:00,IBM,"@Pochireddygari Congrats on your achievement, Sai 👏 https://t.co/d5KiJNZnpt"
103,2022-02-25 10:34:00+00:00,IBM,"@Db2KurtS Congratulations on your achievement, Kurt 👏 https://t.co/DjbcNDClSw"
104,2022-02-25 05:15:20+00:00,IBM,"@RoseOlaguivel Great work, Rosa. Keep learning! 💡"
105,2022-02-25 04:06:52+00:00,IBM,@ezriel_gross Terrific work! 👏
106,2022-02-24 23:48:29+00:00,IBM,"@PiotrMichalT Congrats, Piotr! Well done! 👏"
107,2022-02-24 19:23:31+00:00,IBM,"@lopezg54 Way to go, Gabriel! 👏👏👏"
108,2022-02-24 18:56:16+00:00,IBM,"@stevencpitcher Wow! Way to go, Steve 🙌"
109,2022-02-24 18:55:05+00:00,IBM,"@andysc This is awesome, Andy! 🙌"
110,2022-02-24 18:53:00+00:00,IBM,@eoz_cc It's our pleasure! 😀
111,2022-02-24 17:12:40+00:00,IBM,"@AishKhare Awesome work, Aish! 💪"
112,2022-02-24 17:11:30+00:00,IBM,"@Texasmarc Way to go, Marc! 👏👏👏"
113,2022-02-24 15:10:06+00:00,IBM,"@jfilippi1 Great job, Jeff! 🙌"
114,2022-02-24 15:09:27+00:00,IBM,"@ffillmorejr Great job, Frank! 🙌"
115,2022-02-24 15:08:37+00:00,IBM,"@craigmullins Great to see, Craig. Keep learning! 💡"
116,2022-02-24 15:07:35+00:00,IBM,"@InfoDschanki Awesome work, Ferdinand! 💪"
117,2022-02-24 15:07:06+00:00,IBM,"@GlissonTomi Great job, Tomi! 🙌"
118,2022-02-24 15:06:32+00:00,IBM,"@wauerochs Way to go, Walter! 👏👏👏"
119,2022-02-24 13:18:46+00:00,IBM,@masuda_kazuki Way to go👏 https://t.co/6Iz9cCyt20
120,2022-02-24 13:17:32+00:00,IBM,@whitehatbrandng Congratulations on your achievement 👏 https://t.co/X7aBSCwFeu
121,2022-02-24 13:17:05+00:00,IBM,"@rritabrata Congratulations on your achievement, Ritabrata 👏 https://t.co/8ymlWCmpJ2"
122,2022-02-24 11:52:25+00:00,IBM,@WotanTX Way to go👏 https://t.co/PN8OrN19NF
123,2022-02-24 11:25:13+00:00,IBM,"@CloudRss Congrats on your achievement, Kerem 🎉 https://t.co/rXQPAbmpHK"
124,2022-02-24 11:24:19+00:00,IBM,"@ich408i Way to go, Mark 👏 https://t.co/SyRF3vWKJ2"
125,2022-02-24 11:23:19+00:00,IBM,"@MarkGillis3 Congratulations on your achievement, Mark 👏 https://t.co/rpHySyCxjS"
126,2022-02-24 11:22:27+00:00,IBM,"@GarethCopplest2 Congratulations on your achievement, Gareth 👏 https://t.co/uOQcvyfEWF"
127,2022-02-24 08:46:00+00:00,IBM,"@HolgerScherer Way to go, Holger 👏 https://t.co/OIp5IC9Xti"
128,2022-02-24 08:45:30+00:00,IBM,"@dtedesco1973 Way to go, Daniele 👏 https://t.co/QMn1bpQShl"
129,2022-02-24 08:20:33+00:00,IBM,"@JanDittel Awesome work, Jan! 💪"
130,2022-02-24 08:19:17+00:00,IBM,"@tappehl Way to go, Torbjörn! 👏👏👏"
131,2022-02-24 08:18:29+00:00,IBM,"@GAberasturi Congratulations on your achievement, Gabriel 👏 https://t.co/Tcp4a2Fb0f"
132,2022-02-24 08:18:05+00:00,IBM,"@adetayo1602 Way to go, Wole 👏 https://t.co/JcDpbfm5LB"
133,2022-02-24 08:17:26+00:00,IBM,"@goedertierS Congratulations on your achievement, Steven 👏 https://t.co/WuT7057Y5u"
134,2022-02-24 08:16:17+00:00,IBM,"@RalphBelfiore Congrats on your achievement, Ralph 👏 https://t.co/ZHTDhaC2KV"
135,2022-02-24 07:06:35+00:00,IBM,"@QWICS Way to go, Philipp 👏 https://t.co/PWteeTeeSk"
136,2022-02-24 06:52:37+00:00,IBM,"@SRMcFall Congratulations on your achievement, Scott 👏 https://t.co/Z4f6qc59Jx"
137,2022-02-24 06:52:14+00:00,IBM,"@BDekkema Way to go, Boudewijn 👏 https://t.co/nKnNm6jkw9"
138,2022-02-24 06:51:23+00:00,IBM,"@OscarHerrera Congratulations on your achievement, Oscar 👏 https://t.co/IsU9XFjKUw"
139,2022-02-24 06:50:45+00:00,IBM,"@webgyrl2 Congrats on your achievement, Shambi 🎉 https://t.co/i4lk9A7eHw"
140,2022-02-24 05:13:27+00:00,IBM,@Vince_Germany Awesome work! 💪
141,2022-02-24 05:12:41+00:00,IBM,"@darkbagel Great job, Scott! 🙌"
